group,n,deaths,mortality,post24_organ_nonrecovery,median_response_cvp,median_response_mpp,median_hrc,phenotype
nonlow_HRC_no_congestion_lowMPP,3761,238,0.0632810422759904,0.298121233605105,7.73333333333333,67.0555555555556,0.249918991683863,Non-low HRC without venous congestion/low MPP
congestion_lowMPP_only,3201,383,0.119650109340831,0.425912921348315,13.2222222222222,58.0263157894737,0.129726713990748,Venous congestion/low MPP only
low_HRC_only,752,68,0.0904255319148936,0.396610169491525,7.23076923076923,63.4918521600444,-0.858461468007621,Low HRC only
low_HRC_plus_congestion_lowMPP,1629,299,0.183548189073051,0.553521126760563,12.4285714285714,54.9157894736842,-1.03434008944731,Low HRC + venous congestion/low MPP
